user_id,gym_id,checkin_time,checkout_time,workout_type,calories_burned
user_1,gym_5,2025-03-10 13:34:24.772586,2025-03-10 15:10:20.758410,HIIT,788
user_1,gym_5,2025-03-19 23:38:15.534797,2025-03-20 00:43:51.251958,HIIT,524
user_1,gym_5,2025-03-22 05:02:09.218276,2025-03-22 06:40:17.282516,HIIT,871
user_1,gym_5,2025-03-28 02:38:09.364221,2025-03-28 03:45:53.845731,HIIT,606
user_1,gym_5,2025-03-29 04:16:17.789664,2025-03-29 05:50:28.107983,HIIT,612
user_1,gym_5,2025-04-02 12:23:27.248344,2025-04-02 14:12:49.196344,HIIT,1025
user_1,gym_5,2025-04-18 11:10:43.703582,2025-04-18 12:58:48.722278,HIIT,691
user_1,gym_5,2025-04-18 16:54:40.352204,2025-04-18 18:04:31.639495,HIIT,575
user_1,gym_5,2025-04-27 00:18:24.377332,2025-04-27 01:36:25.706048,HIIT,470
user_1,gym_5,2025-05-01 14:00:40.198925,2025-05-01 15:52:50.580860,HIIT,680
user_1,gym_5,2025-05-02 06:13:19.674442,2025-05-02 07:29:42.631191,HIIT,543
user_1,gym_5,2025-05-08 08:42:35.983650,2025-05-08 09:35:02.168851,HIIT,326
user_1,gym_5,2025-05-09 10:56:42.981309,2025-05-09 12:10:51.028111,HIIT,634
user_1,gym_5,2025-05-09 20:23:34.920845,2025-05-09 22:02:14.334310,HIIT,752
user_1,gym_5,2025-05-11 05:12:10.386583,2025-05-11 06:45:26.449429,HIIT,905
user_1,gym_5,2025-05-11 14:40:07.861188,2025-05-11 15:51:06.094169,HIIT,545
user_1,gym_5,2025-05-20 05:12:36.102306,2025-05-20 07:10:10.202452,HIIT,789
user_1,gym_5,2025-06-11 16:17:07.494852,2025-06-11 17:43:46.128198,HIIT,653
user_1,gym_5,2025-06-14 14:29:31.302999,2025-06-14 16:03:02.598146,HIIT,754
user_1,gym_5,2025-06-23 16:35:24.239241,2025-06-23 18:26:03.570144,HIIT,920
user_1,gym_5,2025-06-24 22:23:07.149639,2025-06-24 23:36:36.892031,HIIT,677
user_1,gym_5,2025-07-26 23:41:09.702228,2025-07-27 01:19:00.332173,HIIT,734
user_1,gym_5,2025-07-31 02:31:42.233257,2025-07-31 04:28:02.460049,HIIT,1111
user_1,gym_5,2025-08-05 05:37:28.349557,2025-08-05 07:02:56.649479,HIIT,706
user_1,gym_5,2025-08-12 23:43:08.589740,2025-08-13 01:15:12.191679,HIIT,758
user_1,gym_5,2025-08-13 02:10:43.339834,2025-08-13 03:49:58.787285,HIIT,627
user_1,gym_5,2025-08-19 02:47:28.478026,2025-08-19 04:17:53.886330,HIIT,827
user_1,gym_5,2025-08-31 23:05:08.896628,2025-09-01 00:42:29.418851,HIIT,836
user_1,gym_5,2025-09-03 20:34:28.178325,2025-09-03 22:27:23.715798,HIIT,812
user_1,gym_5,2025-09-21 20:56:50.359179,2025-09-21 22:24:54.981089,HIIT,609
user_1,gym_5,2025-10-01 13:31:12.430355,2025-10-01 15:28:03.383069,HIIT,905
user_1,gym_5,2025-10-20 10:44:13.294893,2025-10-20 12:28:15.944027,HIIT,887
user_1,gym_5,2025-10-22 19:52:21.486698,2025-10-22 20:54:46.013096,HIIT,447
user_1,gym_5,2025-10-26 09:34:44.259007,2025-10-26 11:22:39.426199,HIIT,1015
user_1,gym_5,2025-10-31 06:07:40.090046,2025-10-31 07:18:21.365548,HIIT,498
user_1,gym_5,2025-11-21 21:46:24.002844,2025-11-21 23:48:22.844393,HIIT,1026
user_1,gym_5,2025-12-10 22:17:25.456367,2025-12-10 23:38:42.707260,HIIT,765
user_1,gym_5,2025-12-18 22:11:51.331846,2025-12-18 23:34:32.255024,HIIT,557
user_1,gym_5,2025-12-21 02:55:18.139224,2025-12-21 04:21:01.547042,HIIT,744
user_1,gym_5,2025-12-23 19:18:22.849952,2025-12-23 21:16:15.204363,HIIT,886
user_2,gym_5,2025-02-27 13:15:34.770405,2025-02-27 15:15:31.475074,HIIT,991
user_2,gym_5,2025-03-08 17:48:58.572934,2025-03-08 19:43:16.343671,HIIT,933
user_2,gym_6,2025-04-04 02:56:34.511251,2025-04-04 04:49:17.130800,HIIT,1101
user_2,gym_5,2025-04-12 17:16:35.425878,2025-04-12 18:50:13.344401,HIIT,708
user_2,gym_6,2025-04-23 15:07:56.907978,2025-04-23 16:41:52.442685,HIIT,892
user_2,gym_5,2025-04-27 05:58:45.777611,2025-04-27 07:24:04.535170,HIIT,582
user_2,gym_5,2025-06-15 20:51:53.593349,2025-06-15 22:19:46.647627,HIIT,727
user_2,gym_5,2025-06-28 00:39:02.180257,2025-06-28 02:33:48.449852,HIIT,749
user_2,gym_6,2025-07-21 23:18:00.309009,2025-07-22 00:38:53.295160,HIIT,645
user_2,gym_6,2025-07-24 14:50:52.262796,2025-07-24 16:32:22.167415,HIIT,657
user_2,gym_5,2025-08-15 09:53:17.226335,2025-08-15 11:36:46.193057,HIIT,826
user_2,gym_6,2025-08-26 21:24:13.835776,2025-08-26 22:44:13.112170,HIIT,610
user_2,gym_5,2025-09-18 15:16:28.813235,2025-09-18 16:41:56.225934,HIIT,580
user_2,gym_6,2025-09-18 19:56:00.196642,2025-09-18 21:45:09.087354,HIIT,830
user_2,gym_6,2025-09-28 16:31:56.735976,2025-09-28 17:56:17.022700,HIIT,626
user_2,gym_6,2025-09-28 20:48:36.297150,2025-09-28 21:52:56.349872,HIIT,585
user_2,gym_5,2025-10-27 21:48:26.875466,2025-10-27 23:39:01.946461,HIIT,903
user_2,gym_6,2025-11-19 04:23:15.357143,2025-11-19 05:21:27.764217,HIIT,401
user_2,gym_6,2025-11-29 12:23:03.006022,2025-11-29 14:23:37.000528,HIIT,988
user_3,gym_1,2025-01-11 12:09:41.538294,2025-01-11 13:29:16.922431,Cardio,702
user_3,gym_1,2025-01-20 17:49:57.400919,2025-01-20 18:50:16.449986,Cardio,440
user_3,gym_1,2025-02-11 01:09:58.026433,2025-02-11 02:04:33.154084,HIIT,432
user_3,gym_1,2025-02-11 16:31:03.748267,2025-02-11 17:38:44.189905,HIIT,429
